city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	extracted_location_name	extracted_latitude	extracted_longitude
Detroit	United States	A former employee killed himself on the 2nd floor .....so every night around 11:00 pm ....he roams the building ...operating the elevator and walking the stairs...... When he is really restless he rides the elevator with the living stopping on the 2nd floor on every up and down trip.....	Dept Of Transportation Main Office	Michigan	MI	-83.05254099999999	42.3618853	-83.0457538	42.331427	Dept Of Transportation Main Office	42.3618853	-83.05254099999999
Detroit	United States	In the lower level of the museum, there is a stain on the floor and it smells like sulfur that seems to disappear when it is touched. Not many know about this but it is true that some workers have seen an orb in the lower level by the stain.	Detroit Historical Museum	Michigan	MI	-83.06718099999999	42.35975200000001	-83.0457538	42.331427	Town of Detroit	44.76238	-69.31131
Detroit	United States	"There is a figure in the African Gallery called the nail figure. I work security in the museum and several officers who work the afternoon and midnight shift have reported that when the lights are out the nail figure has (an African Sculpture who is impaled with several shards of wood referred to as ""nails"") has been seen performing a tribal dance. In the American Gallery there have been several reports of loud crashes in a room which houses a painting called the court of death. A loud crash has been reported to be heard by several officers patrolling through this area in the dark, sounding like a painting falling (It is a very large painting). When the lights are turned on there are no painting or any artworks out of order."	Detroit Institute of Arts	Michigan	MI	-83.06457639999999	42.3594199	-83.0457538	42.331427	Town of Detroit	44.76238	-69.31131
Detroit	United States	"This huge edifice was built in 1912 especially for the Masons. The building has over 1,000 rooms, many secret passages, and secret floor compartments. The builder, a gentleman named George D. Mason, was said to have gone broke financing the building, and having lost all his money (and his wife, who left him shortly after filing bankruptcy) became despondent & jumped off the roof to his death. Night watchmen have seen his transparent form at the bottom of the stairs that lead to the roof. Also, one of the roof doors will always be open, sometimes only moments after the watchman has locked it. Many other unusual sightings have occurred there, including unnatural cold spots and shadows moving in the third floor hallway behind the Drill Hall, various footsteps, the sound of doors slamming in locked, unoccupied rooms, and feelings of being ""watched"" or being ""unwanted"". Many night watchmen have quit on the spot after having an experience with a ghost, and others refuse to even enter certain rooms."	The Detroit Masonic Temple	Michigan	MI	-83.0601885	42.3415452	-83.0457538	42.331427	Town of Detroit	44.76238	-69.31131
Detroit	United States	a man was saved from being crushed by a ghost of man that died that way in 1944.	General Motors Plant	Michigan	MI	-83.0463127	42.3800828	-83.0457538	42.331427	General Motors Plant	42.3800828	-83.0463127
Detroit	United States	Late at night you can hear shoes squeaking on the gym floor or hear a ball bouncing off the racket ball court. When obviously there is nobody in that area. It is off limits to personnel.	Henry Ford Hospital	Michigan	MI	-83.08518980000001	42.3673317	-83.0457538	42.331427	Henry Ford Hospital	42.3673317	-83.08518980000001
Detroit	United States	Clara Ford Pavilion - formerly a live-in nursing school is quite haunted. Security and maintenance personnel have had doors locked behind them during the early morning hours. One of the first floor boardrooms has a particularly obvious cold spot and a feeling of dread, as well as the smell of decay. In 1926 a nursing student, distraught over failing grades, took her own life by jumping from the roof onto the stone walk of the courtyard below. The doorway she used to gain access to roof will reportedly not stay closed on the anniversary of the event. A nurse there comes in every morning to the basement section and always has to close the 75lbs lead door to the x-ray room, when she is positive they close this every night before the last doctor leaves.	Henry Ford Hospital	Michigan	MI	-83.08518980000001	42.3673317	-83.0457538	42.331427	Henry Ford Hospital	42.3673317	-83.08518980000001
Detroit	United States	before the Tunnel to Canada - A little girl was hit by a car on a rainy day where the turn for the Tunnel to Canada is. She was stuck under the car and was knocking hoping that the driver would hear her, but he didn't. It is said that when you take that turn on a rainy day you can hear four knocks on the bottom of your car. These knocks belong to the little girl.	Jefferson St.	Michigan	MI	-83.0088451	42.3456959	-83.0457538	42.331427	Tunnel City	44.00719	-90.56569
Detroit	United States	magic stick - The Majestic is a theater on Woodward, It is where Harry Hudini did his final show, there is a basement below the theater that if you go down to is now a small room and a hallway that has been bricked up there has been several occasions people have seen someone coming from the basement--there is also an old mezzanine that is covered by a large drape you can hear applause and screaming coming from there. in the other part of the building there is a bowling ally(the garden bowl) and a pool hall/concert (magic stick) area above the bowling ally on several nights after all the patrons left several of us sat drinking in the garden bowl, you could hear a man yelling and running footsteps from the magic stick. thinking that someone had snuck in or stayed past closing, all of us split up and ran up the main and rear stairs not finding anyone this happened several times over the 3 years.	Majestic	Michigan	MI	-83.20475429999999	42.3459369	-83.0457538	42.331427	Majestic	42.3459369	-83.20475429999999
Detroit	United States	Ossip Gabrilowitsch, the Detroit symphony orchestra's Second Music Director (and Son in Law of author Samuel Clemens) Walks through his old office and rehearsal spaces in Detroit's Orchestra Hall. The hall was built as a prerequisite of Gabrilowitsch before he would lead the Detroit Symphony , and many maintenance and Security personnel still find his images walking around as if he were still the Music Director.	Orchestra hall	Michigan	MI	-83.0593353	42.3489084	-83.0457538	42.331427	Town of Detroit	44.76238	-69.31131
Detroit	United States	Story goes, several decades ago the captain of the school's basketball team took his cheerleader girlfriend up to one of the rooms in the back of the upstairs. He said he wanted to give her something, so she agreed to go with him. When they got up there, he pulled out a knife and stabbed her because he said he saw her cheating on him. When you go up there now, when you `pen the doors, they shut. And when they are shut, they open. You can hear the pipes clanking and sometimes you can see the figure of an older woman walk through the halls. This upstairs used to be a school, but is now used for the hall and storage.	Our Lady Queen of Angels Parish Hall	Michigan	MI	-83.1263216	42.32954609999999	-83.0457538	42.331427	Our Lady Queen of Angels Parish Hall	42.32954609999999	-83.1263216
Detroit	United States	St. Andrews is a well known concert venue. There has been several Ghosts seen walking around the basement(the Shelter) and actually chasing people up the stairs. On one occasion all the areas but the shelter was open. Doors opening and closing.	St. Andrew Hall	Michigan	MI	-83.0415482	42.3323565	-83.0457538	42.331427	St. Andrew Hall	42.3323565	-83.0415482
Detroit	United States	Mercy - Marion Hall - The ghosts of nuns long dead still let there presence be known by locking doors, cold chills and uneasy feelings of being watched. - January 2007 Update: Has been torn down.	University of Detroit	Michigan	MI	-83.1379029	42.414062	-83.0457538	42.331427	Town of Detroit	44.76238	-69.31131
Detroit	United States	originally the home of David Whitney now a very swank restaurant. Reports of table settings moving, doors opening and closing, elevator being operated when there is no one there, cold spots and sightings of a male spirit (possibly David Whitney)	The Whitney	Michigan	MI	-83.062176	42.3528108	-83.0457538	42.331427	The Whitney	42.3528108	-83.062176
Dexter	United States	There is a small cemetery near an apple orchard about a mile from town on Huron River Dr. There are only a few gravestones, but there is a particular tree that is said to grow over the grave of a warlock. The tree has thorns growing on it although it isn't the type of tree to naturally grow thorns. People say that if you lie on the ground in front of the tree you can see a shadow come at you and pass through you into the ground.	Warlock Willie's	Michigan	MI			-83.8885552	42.33836970000001	Huron River	41.3981	-82.54906
Dowagiac	United States	Several ghosts inhabit the building which was formerly the First United Methodist Church. Contact has been less and less frequent, however, actors and theatre workers have reported hearing piano music coming from the otherwise deserted house and disembodied voices in the form of whispers and quiet laughter. The only visual contact is of a young girl, thought to have been left behind when the orphan train stopped in town and the children were brought to the property to rest around the turn of the century. Other evidence, such as disappearing scissors and keys, and strange and unclaimed writing on scripts and notebooks left overnight at the theatre, exists. Another story is that play director walked all over the theatre searching for her keys one night. She looked on the stage, then went to the basement to search. She was alone. She came back up to the stage, and her keys were in the center of the stage with the spot light shining on them.	Beckwith Theatre	Michigan	MI	-86.1107004	41.9835636	-86.10862279999999	41.9842123	Beckwith Theatre	41.9835636	-86.1107004
Dowagiac	United States	Building is over 100 years old and has housed among other businesses, a funeral parlor. The resident ghost is named Mr. Bock, after a name stenciled on hallway leading to upstairs apartment. Mr. Bock regularly knocks books from shelves or places them neatly in front of the door. Strangest experience was finding a chair placed about two feet from front door, looking out onto street. This has happened twice. There is a beam interrupt buzzer at the front door which has been set off when nobody present. People in the apartment upstairs have reported hearing footsteps coming up to the apartment but nobody was there. Other strange happenings such as lights coming on or going off, voices etc. have occurred. The apartment dwellers also report that their cat will not go to a certain part of apartment when ball is thrown there.	Olympia Books	Michigan	MI	-86.1092599	41.9822735	-86.10862279999999	41.9842123	Olympia Books	41.9822735	-86.1092599
Dryden	United States	Back in the 70,s a serious car accident took place there on this corner which took the life of a few boys from the town. It is said that on stormy nights the boys could be heard screaming for help. The house that was located there at the time was also believed to be the persons that called for help for them often heard the boys crying out at night. and sometimes brakes could be heard screeching and the awful sound of the car hitting the tree. The house had lots of strange happenings and ghosts seemed always around. At night if you walk down Casey road past the cemetery you get an awful feeling that you are being followed and if you turn around quickly you can catch a glimpse of something behind you.	Casey / Rochester road intersection	Michigan	MI	-83.1437021	42.9239416	-83.12382649999999	42.9461395	Dryden	36.77759	-82.94155
Dutch town	United States	Store has a women spirit in it. Stuff flies off shelves at the costumers, Someone a lady, whistling and no ones in the store but the workers. Lights shut off and turn on when someone's alone. Cold spots and chills.	Marons Food Market	Michigan	MI	-85.744067	42.882983	-86.1089301	42.7875235	Marons Food Market	42.882983	-85.744067
Eagle Harbor	United States	people claim they have seen a woman walking the porch looking out to the lake as if she is looking for her long lost husband who was lost in the lake in a freighter crash, the light house has had everything to lights flickering on and off to hearing voices, and apparitions.	Lake Breeze Inn and light house	Michigan	MI	-88.15851730000001	47.4589082	-88.1623228	47.4582339	Lake Breeze Church	41.47199	-82.11404
East Lansing	United States	There is a boy who roams the halls of the auditorium. Also, there have been stories of weird noises coming from the stage areas.	Fairchild Auditorium	Michigan	MI	-84.4768477	42.7287519	-84.48386540000001	42.7369792	East Lansing	42.73698	-84.48387
East Lansing	United States	Holmes Hall -  On the sixth floor of the west building, students have reported seeing a male figure enter the elevator. Immediately after the door closes it reopens, revealing an empty elevator. Appliances have also been known to come on by themselves.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Holmes Hall - West - On the 6th floor: two strange figures are sometimes seen once in a while at night after 3 AM. They are shadowy figures that simultaneously take both elevators and hold them. Then whispers of wind come from the elevators. Then they elevators close.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Hubbard Hall - on the 12 floor of the South complex it is reported, the lights on the floor go out & hearing someone running down the hall. Upon investigation into the hall is deserted but footsteps and laughing are heard. Also reported an apparition of a man walking into the elevator and it goes down to the 9th floor when it gets there the door opens and you feel a cold breeze go past you. Everyone on the floor has experienced doors slamming, appliances going on and off, and windows opening and closing.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Mason Hall - there have been sightings of an old man in the oak room in the basement.  Supposedly he was locked in there in 1975 and suffocated and died.  the toilets flush themselves.  Voices have been heard in halls.  There is a loud banging noise that can be heard early in the morning.  Sometimes the lights will flicker and an eerie presence can be felt in the laundry room.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Mason Hall	18.39662	-76.92063
East Lansing	United States	"Mayo Hall - Strange presence felt in the basement corridor linking the two wings of the dormitory. Female figure seen in the west lounge, near the piano, said to be Mary Mayo herself. ""Red Room"" on fourth floor - allegedly used by students in quasi-Satanic rituals. From the third floor gable room, it is possible to see the window to the locked fourth floor."	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Michigan State University Garden -  Screaming heard and strange dark figures seen.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Physical Plant - In the basement of the Physical Plant in room 25, it is said an old man slaughtered 17 puppies. On cold nights and July Saturdays at noon, you can hear children crying.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Lansing	United States	Williams Hall - Incidents have included residents hearing noises coming from unoccupied rooms, computers turning on and off, seeing ghostly figures in the halls and dancing in the old cafeteria, night receptionists have reported the television in the main hall turning on and off.	Michigan State University	Michigan	MI	-84.4821719	42.701848	-84.48386540000001	42.7369792	Michigan State University	42.701848	-84.4821719
East Leroy	United States	behind the houses on the lift side (if coming from battle creek) there is an old railroad that runs through the fields. It run back in the early 1920's. Witnesses report a phantom train can be heard, seen and felt the train as it passes by.	4 mile road	Michigan	MI	-85.2178058	42.2081814	-85.2174862	42.1661559	East Leroy	42.16616	-85.21749
Eastpointe	United States	The high school's auditorium is said to be haunted. Shadows have been seen on the walls when the auditorium is dimly lit. There are also stories of apparitions being spotted. Cold spots are felt on the stage as well as a strange presence being felt from time to time. Occurrences only seem to happen when there are a few people in the auditorium. When there is a crowd nobody notices anything.	East Detroit High School	Michigan	MI	-82.961991	42.463516	-82.9554746	42.4683698	East Detroit High School	42.463516	-82.961991
Eastpointe	United States	LOCATED AT 10 MILE HAYES. SOME SAY AROUND MIDNIGHT, IF YOU PULL UP AT THE ATM, AND TURN OFF YOUR LIGHTS, AND EVERYTHING IS QUIET,IF YOU LOOK TO THE RIGHT IN THE WINDOW, YOU SHOULD SEE A YOUNG BANK TELLER THAT GOT SHOT IN A 1946 BANK ROBBERY AND WAS KILLED. SHE SHOULD LOOK AT YOU AND POINT.	First State Bank	Michigan	MI	-82.9567569	42.4641163	-82.9554746	42.4683698	First State Bank	42.4641163	-82.9567569
Eau Claire	United States	Frost Cemetery/Munchkin land -  There is an old church on the T of Brush Lake Rd. and Frost. It's surrounded by an old cemetery. The church and it's grounds are said to be haunted by a child who was killed inside of the church by the pastor. If you drive by there is also a head stone that glows green. You can here giggling from insides the cemetery late at night. And you will sometimes see figures hiding among the stone.	Dowagiac	Michigan	MI	-86.2227997	41.9944999	-86.29973869999999	41.9850452	Dowagiac	41.9944999	-86.2227997
Enterprise	United States	Is a house that has been standing since the Civil War. During a recent renovation project, the carpenters and other workers said to have come in to work and all of their tools have been moved or missing, they have heard music when there was no power on in the house, they have heard laughter of children, and came in one day and all the furniture had been nailed to the floor. There were also reports of some of the workers seeing blood on the stairs and banister and the head carpenter was down in the basement and looked to the top of the stairs; He saw a figure standing there that was dressed like a general from the Civil War. Mrs. Mitz still lives in this house today.	The Mitz's House	Michigan	MI			-83.3670279	42.2822264			
Evart	United States	Some of the headstones glow at night. It is said that the light comes from the lantern of the deceased, but restless, railroad worker. He died in the Muskegon River flowing by the cemetery in the late 1800's.	Forest Hill Cemetery	Michigan	MI	-85.24054869999999	43.9013849	-85.2580971	43.9005752	Muskegon River	43.2614	-86.24812
Fallassburg	United States	Haunted by a witch that was hung in the area in the 1800s. Apparitions and voices can be seen.	Fallassburg Park/Covered Bridge	Michigan	MI	-85.3267242	42.9804248	-85.3227948	42.9822533	Fallassburg Park/Covered Bridge	42.9804248	-85.3267242
Farmington Hills	United States	"On Grand River just past Farmington road there is a cemetery that is haunted. If you are leaving through the west gate, which is on a hill, and you put your car in neutral, your car is mysteriously ""pushed"" up the hill and out of the gate of the Cemetery. - April 2007 update – a group went to investigate this haunting and found nothing. Further, they found no facts that it has ever really happened or have been recorded to happen."	Farmington Cemetery	Michigan	MI	-83.3785425	42.5182053	-83.3677168	42.4989936	Grand River	40.81944	-93.96245
Farmington Hills	United States	There have been many occurrences with employees especially the buildings and grounds workers of the sound of a woman walking down the hallway in hi-heel shoes. This could seem to be normal but all the doors in the building are locked and the workers are 100% sure there is no one there. There have also been the sounds of children playing but there is no one there.	William Tyndale college	Michigan	MI			-83.3677168	42.4989936			
Fenton	United States	Several reports of activity in the Bar area, glasses breaking and shutters being opened or closed. Phantom drink orders taken by wait staff. Included in the book Haunted Michigan. Noises(footsteps, voices) reported in the upper levels by employees closing the restaurant at night. Has a long history in the town, used to serve as a Hotel, but has been a restaurant for many years. Many unexplained light flickering occurs also	Fenton Hotel	Michigan	MI	-83.7046994	42.7988392	-83.7049498	42.7978061	Bartın	41.58333	32.5
Fennville	United States	in the back roads off the right side of m89 highway there were sightings of a werewolf looking creature it stood about 4 to 5 feet high crouching down a whitish grey color its been sighted by a few people	54th street	Michigan	MI	-86.07409469999999	42.559848	-86.1017009	42.5939168	54th street	42.559848	-86.07409469999999
Fennville	United States	there was a haunted trailer that 3 people lived in strange things happened in that house mirrors breaking, doors slamming, and you can hear voices. this house was recently demolished now there thinking of putting a radio station in	Reveille Rd	Michigan	MI	-86.0738106	42.597059	-86.1017009	42.5939168	Reveille Rd	42.597059	-86.0738106
Ferndale	United States	In the cemetery at midnight on Woodward between 8 mile and Marshall till 3 in the morning you can hear bells and screaming from in the park behind the cemetery. The history is that the people in the cemetery are in need of deep rest and wont stop till they get it.	Ferndale Jewish cemetery	Michigan	MI	-83.1307222	42.452461	-83.1346478	42.4605917	Ferndale Jewish cemetery	42.452461	-83.1307222
Fife Lake	United States	Previous residence of one of well known mass murderers who was found to have poisoned several family members because she liked to attend social events and used the murders to provide the social contact she craved. Two of the murders occurred in this house. Hauntings include burning flames seen on upstairs newel post which left no heat or burn.	Battenfield House	Michigan	MI			-85.3506136	44.5769496			
Flat Rock	United States	"A security guard reports in the basement of the old warehouse there’s a lot of strange activity, He has taken pictures of orbs and ""streaks of light"". There’s one area in particular where you tend to get a feeling of someone standing near you its doesn’t help that all the lights are out in that area. Story's go that a security guard was stabbed down there in the 1980's by a homeless person and died down there. There was an older guy on his shift that claimed to have been one of the Iron workers that built the place in 1953. He said that when the hole was being dug for the foundation of the building that they found human remains, he also said that the county corner had to come out there 2 to 3 times a week because they were digging up so many old bones story goes is that the area was once used as a native Indian burial ground."	Ford Plant	Michigan	MI	-83.25031890000001	42.098206	-83.2918744	42.0964314	Ford Plant	42.098206	-83.25031890000001
Flint	United States	People have heard screams, moans, and tapings on the wall. And while groups have come to play on the stage in the theatre, for no reason at all their equipment goes dead, but the power is still on. that is when they hear eerie singing of people and shadows in the balcony.	Capitol Theatre	Michigan	MI	-83.6887886	43.0153877	-83.6874562	43.0125274	Town of Capitol Heights	38.87695	-76.90746
Flint	United States	the old Cornwall family is said to still walk the place. You can see them in the window of the old office from 3rd street.	Cornwall building	Michigan	MI	-83.693569	43.012403	-83.6874562	43.0125274	Cornwall building	43.012403	-83.693569
Flint	United States	A heavy and oppressive feeling takes over you as you enter, and specifically in the isle with leather coats and guitars, you sense an overwhelming amount of depression and dread. You get the urge to leave immediately. The hair stands up on the back of your neck, and it also seems hard to breathe.	Diane's Pawn Center	Michigan	MI	-83.6540035	43.0157937	-83.6874562	43.0125274	Diane's Pawn Center	43.0157937	-83.6540035
Flint	United States	Man walking down hallway on 3rd floor.  3rd floor bathroom has oppressive feeling.  Sounds of people walking up and down the stairs.	The Dryden Building	Michigan	MI	-83.6894057	43.0150225	-83.6874562	43.0125274	The Dryden Building	43.0150225	-83.6894057
Flint	United States	"Smells of some one baking, even though there is no stove. Knocking on walls, lights flickering, faces seen looking out of window at night. Personal items being moved from one place to another. ""People"" walking down hallway when there was no one there. Bells ringing at the front door. Haunted possibly by an old man and woman, or maybe even farm help."	Naturally You Wig &amp; Hair Salon	Michigan	MI	-88.1180162	43.1788641	-83.6874562	43.0125274	Naturally You Wig &amp; Hair Salon	43.1788641	-88.1180162
Forester	United States	Young Boys Running around Graves around 12:00 on almost every Wednesday Thought to be because of a Fire that killed some school children.	Forester Cemetery	Michigan	MI	-82.5694563	43.5035633	-82.5693699	43.4991899	Graves County	36.72314	-88.65121
Forester	United States	Minnie Quay is also known to haunt her house which is across from the Forester Inn, the Forester Inn and the Forester Cemetery.	Forester Inn	Michigan	MI	-82.5684048	43.4998679	-82.5693699	43.4991899	Forester Inn	43.4998679	-82.5684048
Forester	United States	A young girl named Minnie Quay is said to haunt the shores of this lake. When Minnie was around 15 years of age, she fell in love with a sailor. Unfortunately, Minnie's parents disapproved and would not let her see him. The sailor later died at sea. Minnie was so upset upon hearing of his death that she dressed herself in all white and jumped off the pier into the cold waters of Lake Huron. Her body is buried in the nearby cemetery. People have claimed to see her ghost walking the beach, crying for her lost love.	Lake Huron	Michigan	MI	-82.5683672	43.4984489	-82.5693699	43.4991899	Lake Huron Highland	44.24312	-81.60595
Forestville	United States	One night a young teenager was driving his truck down to the beach. The road to the beach had a steep hill downwards towards the water. He was going to fast and couldn't stop in time so he plummeted in the water. The weight of his truck dragged him under to fast to escape so he drowned. Every summer night if you go to the beach you can hear his scream then a giant splash at around 11:30 pm	Forestville Beach	Michigan	MI	-82.72920649999999	43.6723607	-82.6093707	43.6619638	Forestville	39.07506	-84.34494
Frankenmuth	United States	Story has it, that in the late 1800's when the mall was still a school, a teacher was killed there. A murder was running loose and this unlucky teacher was right in harms way. She has been seen wandering the hallways trying to protect her students from the killer. - March 2005 Correction: St. Lorenz Lutheran grade school--was not built on that site until 1928. And there were all men teachers until the late 1940's.	School House Mall	Michigan	MI	-83.7395964	43.3238676	-83.7380194	43.331691	School House Mall	43.3238676	-83.7395964
Fraser	United States	It is said that a little boy was brutally beaten and hung from the swing set and people report during the night to see the swings start swinging all on their own and cries of pain.	Eisenhower Elementary	Michigan	MI	-82.940281	42.526523	-82.9493652	42.539202	Eisenhower Elementary	42.526523	-82.940281
Freeland	United States	building used to be a graveyard, all bodies not removed. A creepy man wondering the halls, but only in dark and deserted places. Behind stage, cold spots galore, and the curtain wires moving with no one by them. Old band room, and hole in the ceiling, and once on a while a student will see a mans face through it.	Elementary school	Michigan	MI	-84.11535099999999	43.5181975	-84.1227598	43.5250265	Elementary school	43.5181975	-84.11535099999999
Freeland	United States	Cold spots & lights have been reported.	Ice Road Cemetery	Michigan	MI	-84.109633	43.504852	-84.1227598	43.5250265	Ice Road Cemetery	43.504852	-84.109633
Fremont	United States	Althaugh the home is owned by new owners now, the once-named Applebrook Farm is over 100 years old. A large, white house with red shutters, one could nearly ALWAYS feel the presence of spirits. Figures were seen & voices were heard.	Old Applebrook Farm	Michigan	MI			-85.9420013	43.4675173			
Fremont	United States	The ghost of a man has been known to play tricks on associates. Knocking things over and making noises. Especially upstairs in the layaway packaging dept. The associates who have worked there for years swear they have seen him or have been witness to his mischievousness. Also complaints of feeling watched and chills.	Wal-mart	Michigan	MI	-85.97647099999999	43.470088	-85.9420013	43.4675173	Wal-mart	43.470088	-85.97647099999999
Garden City	United States	Around 7:30pm every night at Garden City High School you can hear howling and screaming coming from the tennis courts. These sounds are said to be because a dog killed a little girl back in the 1800's. The tennis courts took over the exact spot.	Garden City High School	Michigan	MI	-83.32982799999999	42.3344518	-83.3310422	42.3255928	Garden City	37.97169	-100.87266
Garden City	United States	"O'Leary Auditorium -  There's a patch in the ceiling where a boy fell through and died. if you look there sometimes you can see two glowing, what we call, eyes. Curtains open and close during rehearsals and performances. The crawl space door to the catwalk opens and slams shut, even though now it's kept looked. Lights flicker on off, especially the spotlights. The students know him as ""Red Eyes"", no one has yet to see him."	Garden City High School	Michigan	MI	-83.32982799999999	42.3344518	-83.3310422	42.3255928	Garden City	37.97169	-100.87266
Garden City	United States	Room 136 - When the room is empty after school there is a girl that sits at an empty desk in the back corner. She was supposedly shot to death in 1984.	Garden City High School	Michigan	MI	-83.32982799999999	42.3344518	-83.3310422	42.3255928	Garden City	37.97169	-100.87266
Garden City	United States	There was a 13 year old boy who is seen late at night in the main lobby walking back on forth from the desk to the 3rd chair. It is said that the boy is trying to decide to find another way out, or to avoid his original plan. Which was he jumped from the roof after an operation didn't go the way he had hope. After walking to the desk 3 or 4 times. It disappears and at night around 2:30 if you stand on Cambridge and look up you can see it happening.	Garden City Hospital	Michigan	MI	-83.314599	42.332212	-83.3310422	42.3255928	Garden City	37.97169	-100.87266
Garden City	United States	reports of an apparition on an old man that is sitting at a picnic table that just disappears.	Garden City Park	Michigan	MI	-83.348889	42.312688	-83.3310422	42.3255928	Garden City Park	40.74093	-73.66263
Garden City	United States	"The local rap group L3 was being hunted down by gunmen and ducked a few bullets. Where the old baseball diamond stood, ""Mr. Tarnow"" and ""Phareel"" fired back and killed two men before getting gunned down themselves. Children claim they hear rhymes and gunshots when they step on the ""baseball diamond"", which was turned into a parking lot because of the murder scene."	Lathers Elementary	Michigan	MI	-83.3202104	42.3177843	-83.3310422	42.3255928	Garden City	37.97169	-100.87266
Genesee	United States	"Riverbend East Watertower - Time to time you can hear ""wavey"" sounding voices coming from the fenced off building, at the bottom of the water tower... you can hear voice of a young boy or girl that are calling out ""I'm over here... I'm over here...""Before water tower and subdivision were put in...a boy was playing tag with friend, and got lost in woods... He was not found until weeks later... after the animals had gotten to him."	Grand Blanc	Michigan	MI	-83.6299518	42.9275277	-83.6135572	43.0935147	Grand Blanc	42.9275277	-83.6299518
Gladstone	United States	It has been seen by numerous people that a woman in a wedding dress has been seen walking through the cemetery searching for the people who murdered her husband, Raymond Visnaw. It has said that she has actually came towards people and disappeared.	North Bluff Cemetery	Michigan	MI	-87.05011119999999	45.8416449	-87.02180489999999	45.8527435	North Bluff Election Precinct	40.91839	-96.62241
Goodrich	United States	voices and sounds of people talking throughout the night.	Cemetery by the Elementary School	Michigan	MI	-83.506616	42.9206458	-83.5063365	42.916972	Cemetery by the Elementary School	42.9206458	-83.506616
Grand Blanc	United States	Mysterious smoke coming from the bathrooms. Teachers would go in there, thinking someone was smoking and there would be nobody there. Cameras would show that nobody even went into the bathrooms. During tests, students will sometimes hear voices coming from the venting systems. Lockers will mysteriously open and slam shut and nobody will be in the hallways. Every now and then, you would hear people whispering in the bathroom stall next to you and nobody will be there. Also, door stalls will open and slam shut, even yours. It seems that the bathrooms at the high school are particularly haunted.	Grand Blanc High School	Michigan	MI	-83.63065429999999	42.9205822	-83.6299518	42.9275277	Grand Blanc	42.92753	-83.62995
Grand Blanc	United States	People levitating, shadowy figures, voices, cold winds suddenly, something touching you, held in one spot, and a bouquet of flowers following you every step you take.	Old State Cemetery	Michigan	MI	-83.63911929999999	42.944472	-83.6299518	42.9275277	Grand Blanc	42.92753	-83.62995
Grand Haven	United States	Haunted by the old janitor that ran the place a long time ago. When it was up and running as a theatre, employees would report lights turning on and off and garbage being cleaned up and no one had cleaned up. There also might be someone buried the basement according to stories. This information was printed in a story in the Grand Haven tribune around 1995. The theatre is currently going to be turned into a hotel if all goes well.	The Grand Theatre	Michigan	MI	-86.215927	43.029384	-86.22838639999999	43.0630734	Grand Haven	43.06307	-86.22839
	United States	Sadly, as of Jan. 6th, 2005, the Grand Theatre is being torn down, starting today. Not enough money and interest could be raised for a hotel.	February 2005 Update	Michigan	MI							
Grand Haven	United States	"There has been sightings of a ""blue man"" apparition on top of Ferry Hill, an old part of the cemetery where the founders of the city are buried. The ""blue man"" is believed to be that of William Ferry, a reverend and founder of Grand Haven."	Lake Forest Cemetery	Michigan	MI	-86.2372972	43.0515358	-86.22838639999999	43.0630734	Lake Forest	33.64697	-117.68922
Grand Ledge	United States	There are three floors at Sawdon High School, The classes use to be on the second floor until a student overdosed, on acid on the second floor, so they moved classes and lockers to the third floor, It is said that if you go on the second floor of Sawdon you will hear lockers open and slam shut, and toilets flush, and someone running through the hall screaming.	Sawdon High School	Michigan	MI	-84.74839229999999	42.749665	-84.7463757	42.7533685	Grand Ledge	42.75337	-84.74638
Grand Rapids	United States	Formerly Michigan Bell Telephone Company -  on the corner of Fountain and Division. haunted by the Randall's , whose home stood on the ground where this building is today.	Ameritech Building	Michigan	MI	-85.671432	42.9662104	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	in the old part (smoking section now). Objects moving on their own.	Amway Grand Plaza Hotel	Michigan	MI	-85.6731045	42.966833	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	Holmdene - It is rumored that this mansion (the former Lowe estate) located on the campus of Aquinas College is haunted with the spirit of one of the Lowe children_ a small boy who according to stories drown on the property. Night security guards report turning off all lights in the locked and secured building and having them mysteriously turn on once again. Reports of water faucets turning on have also been mentioned.	Aquinas College	Michigan	MI	-85.6285917	42.96032779999999	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
